Title,Rating,Votes,Duration,Genre
You Gotta Believe,5.8,1300,104,Sport
Rez Ball,6.3,2500,111,Sport
Sweet Dreams,5.4,1400,95,Sport
The Beautiful Game,6.3,8100,125,Sport
El Jockey,6.4,1700,96,Sport
Race for Glory: Audi vs. Lancia,5.8,4700,109,Sport
The Underdoggs,5.6,4600,96,Sport
Uranus 2324,6.4,4800,130,Sport
Sixty Minutes,5.7,5200,88,Sport
Haikyu!! The Dumpster Battle,7.7,6200,85,Sport
Blue Lock: Episode Nagi,6.6,2500,91,Sport
Chandu Champion,7.8,34000,142,Sport
Lubber Pandhu,8.1,6000,146,Sport
Maidaan,7.9,23000,181,Sport
El Hareefa,6.9,1000,117,Sport
Bionic,4.3,1700,110,Sport
Little Wing,6.1,939000,100,Sport
Boxer,6.4,1300,150,Sport
Balestra,5.1,529000,145,Sport
My Sunshine,7.1,1400,100,Sport
Havnaa,7.2,245000,110,Sport
Yolo,6.9,3700,129,Sport
Vijay 69,6.1,1200,112,Sport
Color of Victory,6.1,40000,157,Sport
Crakk: Jeetega... Toh Jiyegaa,4.7,6500,154,Sport
The Final: Attack on Wembley,6.3,2500,82,Sport
Federer: Twelve Final Days,7.3,4100,88,Sport
Giannis: The Marvelous Journey,8.3,1700,109,Sport
El Harifa 2: El Remontada,6.5,392000,130,Sport
The Champion,5.5,886000,106,Sport
Cup,8.5,69000,146,Sport
Gundi: Legend of Love,9.0,5500,166,Sport
Ski,7.7,64000,95,Sport
Free Falling,5.2,293000,89,Sport
Lal Salaam,4.5,1300,150,Sport
Baki Hanma VS Kengan Ashura,5.7,1900,62,Sport
My Annoying Brother,7.5,235000,114,Sport
The Swedish Torpedo,6.4,143000,120,Sport
Nayab,7.4,268000,153,Sport
Mr. & Mrs. Mahi,5.9,16000,139,Sport
Samia,6.8,137000,102,Sport
Pegasus 2,6.9,1300,121,Sport
Memes & Nightmares,5.7,86000,81,Sport
Sunshine,7.3,48000,91,Sport
Pierce,6.5,134000,109,Sport
Topuria Matador,7.2,166000,95,Sport
EFC,7.8,1200,87,Sport
Hayatla Baris,6.3,372000,125,Sport
Undisputed,6.8,102000,64,Sport
4 Zéros,3.6,142000,105,Sport
Las super estrellas de la lucha libre,8.6,49000,98,Sport
Keluar Main 1994,7.9,52000,112,Sport
Giroud,6.1,17000,80,Sport
Friendly Fire,5.7,37000,105,Sport
The Miranda Brothers,4.4,190000,99,Sport
Nasty,7.8,1100,103,Sport
Uma Musume: Pretty Derby - Beginning of a New Era,7.3,121000,108,Sport
Fuchsia Libre,4.9,58000,112,Sport
Minor Leaguer,5.2,87000,77,Sport
Diving Into the Darkness,9.1,83000,96,Sport
Puffing Iron,7.9,19000,98,Sport
Untold: The Murder of Air McNair,5.6,2100,57,Sport
Kulej. Dwie strony medalu,6.4,316000,148,Sport
Megdan: Between Water and Fire,5.4,724000,106,Sport
GG (Good Game),5.7,79000,100,Sport
Harimau Malaya: The Untold Journey,8.2,22000,125,Sport
Challenger,5.6,171000,95,Sport
It's All Over: The Kiss That Changed Spanish Football,6.9,629000,95,Sport
Wingless,7.8,94000,110,Sport
V de Victor,5.2,75000,100,Sport
Runaway Wrestler,7.9,15000,105,Sport
Blue Star,6.9,1500,166,Sport
Champions of the Golden Valley,9.2,64000,81,Sport
Gold,7.8,67000,126,Sport
Ice Aged,6.5,6000,110,Sport
Lyod 3,6.0,303000,134,Sport
Unbreakable: England 2003,8.2,35000,66,Sport
Game Changers,4.7,221000,78,Sport
Padu,5.1,80000,97,Sport
A Horse Named Winx,8.7,98000,117,Sport
See Her Be Her,7.2,24000,110,Sport
Knockout Blonde: The Kellie Maloney Story,5.9,21000,90,Sport
Parviz Khan,6.0,207000,110,Sport
Final Heat,3.8,214000,83,Sport
Numéro 10,5.4,51000,91,Sport
I am Al Ittihad,4.9,228000,90,Sport
Dabaru,8.9,648000,131,Sport
Rafa Márquez: El Capitán,6.6,192000,82,Sport
Fedya. Narodnyy futbolist,6.0,123000,125,Sport
Together: 4-in-a-Row,6.2,63000,92,Sport
The Netflix Slam,7.1,142000,150,Sport
In Inima Nationalei,7.8,199000,103,Sport
The Unbreakable Tatiana Suarez,6.6,171000,78,Sport
Anytime,8.9,20000,62,Sport
Eclipse,9.4,83000,79,Sport
Chong · Zhuang,7.2,17000,124,Sport
Daley,7.8,180000,102,Sport
La valanga azzurra,7.6,10000,90,Sport
Below the Rim,5.0,16000,89,Sport
Ice Cross: Life on the Edge,9.1,13000,90,Sport
V potoke trekh stikhiy,5.2,42000,85,Sport
Ping pang nan hai,7.3,17000,108,Sport
"Hai, Romania!",8.1,421000,98,Sport
A Game of Two Halves,7.3,24000,100,Sport
The Spoils: Selling the Future of American Basketball,6.0,6000,87,Sport
DitO,3.2,13000,117,Sport
Tracing the Divide,8.8,170000,84,Sport
Nos Amours: The Saga of the Montreal Expos,6.2,23000,92,Sport
Gabru Gang,8.7,214000,123,Sport
Quest for the Shield,9.2,12000,112,Sport
Linford,7.3,147000,89,Sport
Take the Steps,8.3,74000,83,Sport
All American,9.6,18000,87,Sport
Graciano Rocchigiani - Das Herz eines Boxers,9.2,51000,123,Sport
UFC 299: O'Malley vs. Vera 2,7.4,80000,180,Sport
Trailblazers,6.8,17000,38,Sport
The Next Centimeter,7.5,35000,26,Sport
Battle of the Baddest,6.1,94000,61,Sport
"Surf on, Europe!",7.8,22000,92,Sport
Golpe a Golpe (Blow by Blow),8.1,23000,90,Sport
UFC 303: Pereira vs. Prochazka 2,6.4,69000,195,Sport
Welcome Back,7.4,5000,119,Sport
UFC 302: Makhachev vs. Poirier,6.7,91000,180,Sport
Faster: Only one lap,7.1,23000,90,Sport
Gyakorlat teszi a mestert,6.1,15000,46,Sport
Hatching Eagles,6.9,23000,63,Sport
UFC 304: Edwards vs. Muhammad 2,6.0,71000,200,Sport
Khapsyhyy,5.5,7000,90,Sport
Triumf,7.3,9000,113,Sport
UFC 297: Strickland vs. du Plessis,6.4,61000,180,Sport
Veljko od mora,7.2,16000,53,Sport
Episodes: Ukraine at the World Cup (2024),8.2,69000,79,Sport
Quote 10.35,8.0,24000,35,Sport
Zlatan Ibrahimovic hyllningsmatch (Sweden vs Serbia),6.6,6000,170,Sport
¡Qué suerte hemos tenido!,7.5,16000,62,Sport
Is University Really Worth It?,5.2,12000,60,Sport
87 Candles,8.9,9000,55,Sport
The Order,6.8,43000,116,Crime
The Beekeeper,6.3,157000,105,Crime
Trap,5.8,137000,105,Crime
Longlegs,6.6,185000,101,Crime
Juror #2,7.0,98000,114,Crime
Freaky Tales,7.2,1200,107,Crime
Carry-On,6.5,165000,119,Crime
The Crow,4.7,35000,111,Crime
Despicable Me 4,6.2,65000,94,Crime
Wolfs,6.5,83000,108,Crime
Greedy People,6.2,12000,112,Crime
MaXXXine,6.2,70000,103,Crime
Rebel Ridge,6.8,88000,131,Crime
Dead Mail,6.0,874000,106,Crime
Pushpa: The Rule - Part 2,6.1,56000,201,Crime
Emilia Pérez,5.4,88000,132,Crime
The Girl with the Needle,7.5,14000,123,Crime
Lucky Baskhar,8.0,32000,148,Crime
Absolution,5.2,8100,112,Crime
Bad Boys: Ride or Die,6.5,100000,115,Crime
Love Lies Bleeding,6.6,57000,104,Crime
Riff Raff,5.7,3000,103,Crime
Lake George,6.4,1200,118,Crime
Monkey Man,6.8,92000,121,Crime
The Instigators,6.2,38000,101,Crime
The Seed of the Sacred Fig,7.6,13000,167,Crime
Beverly Hills Cop: Axel F,6.4,81000,118,Crime
Lift,5.5,49000,107,Crime
Maharaja,8.4,67000,141,Crime
Sleeping Dogs,6.2,22000,110,Crime
Santosh,7.1,2000,128,Crime
Jafaican,5.5,8000,101,Crime
Toofan,7.4,8100,145,Crime
Marco,6.8,21000,145,Crime
The Thicket,5.8,3100,108,Crime
Trigger Warning,4.6,19000,106,Crime
Armor,3.6,4000,89,Crime
Long Gone Heroes,5.2,1100,101,Crime
Trouble,6.2,6900,98,Crime
Beating Hearts,7.0,4700,166,Crime
Killer Heat,5.6,13000,95,Crime
Twilight of the Warriors: Walled In,7.0,9500,126,Crime
Brothers,5.4,13000,89,Crime
The Shadow Strays,6.5,9200,144,Crime
Duchess,4.6,1400,114,Crime
The Silent Hour,6.1,7500,99,Crime
Colors of Evil: Red,6.4,8500,111,Crime
Blackwater Lane,4.6,1900,108,Crime
Force of Nature: The Dry 2,5.8,7100,120,Crime
Misericordia,6.9,2100,104,Crime
Do Patti,6.4,69000,126,Crime
Hitpig,5.1,942000,86,Crime
Dead Sea,5.2,5300,88,Crime
Harbin,6.2,651000,108,Crime
Boneyard,4.1,5000,96,Crime
Damaged,4.7,7300,97,Crime
My Fault,4.2,7000,120,Crime
Bangkok Dog,4.7,201000,85,Crime
Megamind vs. The Doom Syndicate,2.5,5600,83,Crime
The Unholy Trinity,7.9,53000,93,Crime
The Calendar Killer,5.4,4200,97,Crime
5lbs of Pressure,5.2,1600,111,Crime
Detained,4.9,1500,97,Crime
The Trainer,7.1,55000,95,Crime
Sector 36,7.1,25000,123,Crime
Justice,6.3,3900,113,Crime
Baby John,5.2,17000,159,Crime
The Courier,6.0,4400,101,Crime
Viduthalai Part 2,7.9,16000,170,Crime
The Thundermans Return,5.0,1800,70,Crime
Revolver,5.4,868000,114,Crime
Singham Again,4.7,75000,144,Crime
Thalavan,7.2,4700,131,Crime
The Roundup: Punishment,6.6,5300,109,Crime
Sikandar Ka Muqaddar,6.0,24000,142,Crime
Darkness of Man,4.8,3200,109,Crime
Jönssonligan kommer tillbaka,5.9,1400,104,Crime
The Quiet Ones,6.3,692000,110,Crime
"I, the Executioner",6.3,1700,118,Crime
Jigra,6.0,24000,153,Crime
Badland Hunters,5.9,12000,107,Crime
Depravity,4.3,997000,117,Crime
Reputation,9.3,9000,83,Crime
Inside,7.0,238000,104,Crime
Code 8: Part II,5.7,16000,100,Crime
Golam,7.2,5700,120,Crime
The Clean Up Crew,4.1,1200,95,Crime
Strictly Confidential,2.8,854000,94,Crime
Officer Black Belt,6.8,8300,108,Crime
Maharaj,6.5,15000,131,Crime
The Kingdom,6.9,780000,112,Crime
Døde menn går på ski,5.2,300000,89,Crime
Marmalade,6.3,3600,99,Crime
Drugstore June,5.4,1700,91,Crime
El Jockey,6.4,1700,96,Crime
Pani,6.9,3000,143,Crime
Maldoror,7.0,629000,155,Crime
Midnight Taxi,5.5,82000,97,Crime
The Soul Eater,5.9,2600,108,Crime
Bogota: City of the Lost,5.4,1900,108,Crime
Ride,5.9,394000,114,Crime
Case of Kondana,5.8,607000,143,Crime
Cult Killer,4.8,2800,105,Crime
Guns & Moses,8.2,47000,94,Crime
King Ivory,7.3,63000,130,Crime
Ulajh,6.0,24000,150,Crime
Barron's Cove,8.2,33000,116,Crime
Lover Stalker Killer,7.0,13000,90,Crime
Compulsion,6.3,13000,94,Crime
What Jennifer Did,6.1,11000,87,Crime
Bougainvillea,6.4,3200,138,Crime
Savi,6.1,35000,126,Crime
Anweshippin Kandethum,7.4,10000,142,Crime
City Hunter,6.3,5600,102,Crime
Sicilian Letters,6.1,726000,122,Crime
Laws of Man,5.2,1000,98,Crime
Dead Wrong,3.9,259000,104,Crime
Sorgavaasal,6.6,1400,138,Crime
Broken Rage,6.1,1400,62,Crime
Boundless,5.6,1900,121,Crime
Saripodhaa Sanivaaram,7.0,9100,166,Crime
The Pee Pee Poo Poo Man,8.3,25000,79,Crime
To a Land Unknown,7.3,502000,105,Crime
Freedom,5.9,1400,110,Crime
Untamed Royals,4.6,641000,99,Crime
Jailbreak: Love on the Run,6.4,3200,88,Crime
First Shift,4.5,2000,89,Crime
Hijack 1971,6.8,3300,100,Crime
Io e te dobbiamo parlare,4.2,260000,95,Crime
In Her Place,6.2,1500,96,Crime
Bhakshak,7.2,7200,134,Crime
Sheriff,6.9,1100,133,Crime
Here Now,4.9,412000,118,Crime
Kahar: Kapla High Council,6.9,464000,102,Crime
How to Rob a Bank,6.6,4200,88,Crime
The Sabarmati Report,6.4,24000,127,Crime
Crescent City,3.9,1400,103,Crime
In Youth We Trust,6.7,435000,132,Crime
Kingsmen,6.3,48000,72,Crime
Strangers,4.3,389000,106,Crime
Gumasthan,5.8,517000,145,Crime
Hellhound,4.3,507000,103,Crime
Bloodline Killer,3.8,4400,105,Crime
Nice Girls,4.2,1200,92,Crime
Vettaiyan,7.0,39000,163,Crime
Wanted Man,4.8,2600,85,Crime
Ferry 2,5.6,3800,94,Crime
The Lockdown,4.3,612000,117,Crime
Shoutai,6.9,576000,120,Crime
Raayan,6.5,11000,145,Crime
Biggest Heist Ever,6.1,1500,85,Crime
Rats!,6.6,128000,85,Crime
Two to One,6.1,730000,116,Crime
Dirty Money,5.6,136000,100,Crime
The Shameless,5.8,223000,114,Crime
Dirty Ice Cream,4.4,121000,47,Crime
Auron Mein Kahan Dum Tha,6.5,41000,150,Crime
Belle,5.8,64000,100,Crime
Dengeler,5.3,213000,123,Crime
The Birds Who Fear Death,9.2,73000,102,Crime
Citizen of a Kind,6.7,827000,114,Crime
Serpent's Path,5.8,289000,112,Crime
A Place Called Silence,6.4,1200,119,Crime
Loverboy: Emoties Uit,6.4,520000,98,Crime
Amish Affair,5.5,201000,86,Crime
Peg O' My Heart,6.1,126000,97,Crime
Mission: Cross,6.1,2600,105,Crime
Faultline,5.7,98000,92,Crime
Phir Aayi Hasseen Dillruba,5.8,6800,132,Crime
GTMax,5.0,1200,100,Crime
Last Known Location,6.1,1400,110,Crime
Svemu dodje kraj,6.5,313000,89,Crime
Havnaa,7.2,245000,110,Crime
Roadkill,3.7,685000,90,Crime
They Called Him Mostly Harmless,5.9,3200,89,Crime
Conquer: Lahad Datu,6.6,516000,120,Crime
Tillu Square,6.6,3400,137,Crime
Miséria,5.3,101000,99,Crime
Octopus with Broken Arms,6.1,265000,109,Crime
Nefarious,7.1,56000,85,Crime
The Park Maniac,4.8,1600,103,Crime
Kaulayaw,4.1,167000,95,Crime
Anand Sreebala,6.6,2400,134,Crime
Sons of Rizk 3,6.7,1700,125,Crime
Scorched Earth,6.7,547000,101,Crime
The Final: Attack on Wembley,6.3,2500,82,Crime
Rautu Ka Raaz,6.3,2000,114,Crime
Borderless Fog,5.2,1300,110,Crime
Abraham Ozler,6.6,4200,143,Crime
The Smile Man,7.5,1500,122,Crime
She's Got No Name,7.0,50000,150,Crime
Nunakuzhi,6.8,3000,125,Crime
Road to Terzetto,7.2,35000,96,Crime
The Moon Thieves,6.1,254000,108,Crime
Bermondsey Tales: Fall of the Roman Empire,4.3,184000,99,Crime
Papa,7.5,326000,131,Crime
Cravings,1.7,10000,155,Crime
10 Days of a Curious Man,5.7,1300,110,Crime
Visfot,5.7,1200,130,Crime
Sayara,5.7,278000,98,Crime
Ghost Killer,7.0,76000,105,Crime
Crisis Negotiators,6.7,717000,120,Crime
Baby Assassins: Nice Days,7.3,306000,103,Crime
A Gangster's Kiss,4.7,47000,81,Crime
The Hostage,6.0,11000,87,Crime
Lady Scorpions,3.6,369000,101,Crime
Red Night at Skye's,7.0,9000,82,Crime
The Kingdom,7.9,91000,133,Crime
Mirza: Part 1 - Joker,6.8,241000,165,Crime
Love You to Debt,6.2,759000,135,Crime
Little Jaffna,6.9,45000,100,Crime
"Rajagunj: Pooja, Sir",6.4,738000,115,Crime
Mr. Bachchan,3.6,5300,150,Crime
The Experts,6.1,280000,121,Crime
Go for Broke,5.7,272000,115,Crime
Vina: Before 7 Days,5.4,593000,100,Crime
Dhakshina,5.4,5200,107,Crime
Una ballena,6.1,76000,108,Crime
The Truth vs. Alex Jones,7.5,3000,121,Crime
The Girl Who Wore Yellow Lace,4.5,22000,82,Crime
Nirangal Moondru,6.1,535000,122,Crime
Le Mohican,7.0,153000,87,Crime
Murder and Cocktails,3.9,363000,88,Crime
Midas,4.7,340000,85,Crime
Nahir,4.7,1100,122,Crime
(Pri)sons,5.0,274000,100,Crime
Passages of Nexus,5.7,254000,108,Crime
The Plot,4.8,383000,100,Crime
Krista,5.7,50000,58,Crime
Chris Brown: A History of Violence,5.4,319000,82,Crime
Jersey Bred,4.4,71000,92,Crime
Harom Hara,6.6,3000,154,Crime
A Brothers Bond,5.1,42000,103,Crime
Killer Babes,3.5,286000,94,Crime
Hit List,5.5,313000,125,Crime
No Cap,5.6,38000,108,Crime
Operation Raavan,7.8,1200,147,Crime
"MoviePass, MovieCrash",6.7,2800,96,Crime
Bunny & Clive,2.3,23000,76,Crime
Dandupalayam,5.5,1200,137,Crime
Bangkok Breaking: Heaven and Hell,5.8,669000,146,Crime
Quotation Gang Part 1,8.8,21000,118,Crime
Cookster: The Darkest Days,8.2,40000,119,Crime
Siren,6.4,2900,154,Crime
Unspoken,8.2,46000,120,Crime
The Heist,6.9,2000,120,Crime
"LSD 2: Love, Sex Aur Dhokha 2",3.8,2800,119,Crime
Hunt the Wicked,5.3,113000,102,Crime
Bars,5.8,23000,135,Crime
Remedy,4.1,261000,82,Crime
Final Heist,4.4,153000,83,Crime
Samandar,7.7,140000,172,Crime
Illusions for Sale: The Rise and Fall of Generation Zoe,6.2,645000,107,Crime
The Actor,3.4,733000,128,Crime
Metamorfosi dell'essere,7.3,82000,105,Crime
Drive,5.6,333000,90,Crime
Valley of the Shadow of Death,5.1,15000,84,Crime
Kondal,5.4,775000,147,Crime
Silence 2: The Night Owl Bar Shootout,6.2,1900,142,Crime
ChiefsAholic: A Wolf in Chiefs Clothing,6.2,376000,121,Crime
The Epidemic,5.7,72000,95,Crime
Oppa,8.5,47000,84,Crime
Plastic Guns,6.3,620000,95,Crime
Fyre Rises,6.5,322000,110,Crime
They Turned Us Into Killers,2.7,255000,86,Crime
Bhaje Vaayu Vegam,6.1,555000,136,Crime
Andhagan,6.7,1200,142,Crime
Silver Star,7.1,16000,102,Crime
Zebra,7.2,3200,164,Crime
PT Sir,6.8,1700,130,Crime
Silvio,3.0,514000,114,Crime
Gde nashi dengi?,6.5,14000,76,Crime
Scopophobia,6.0,53000,100,Crime
Where Is Gilgamesh?,9.0,607000,90,Crime
Filthy Animals,7.3,91000,96,Crime
Prepare to Die,4.6,236000,93,Crime
Sattam En Kaiyil,8.0,2200,124,Crime
Tòkunbò,3.9,296000,113,Crime
Red,4.6,97000,114,Crime
Blackia 2,6.0,126000,132,Crime
"Hemet, or the Landlady Don't Drink Tea",4.3,88000,89,Crime
Diddy: Summit to Plummet,2.3,202000,60,Crime
Sinful Lies,6.9,8000,65,Crime
Bastar: The Naxal Story,6.4,3300,124,Crime
The Mick and the Trick,4.9,76000,96,Crime
Guess Who,4.8,367000,93,Crime
9 Windows,3.6,310000,82,Crime
Satyabhama,5.9,1500,132,Crime
Troll Factory,5.8,469000,109,Crime
The Seven Sorrows of Mary,6.6,35000,98,Crime
The Desperate Chase,5.5,60000,110,Crime
Poslednji strelac,5.5,260000,90,Crime
Matka,4.7,585000,156,Crime
Gangs of Godavari,5.0,909000,165,Crime
The Shakedown,5.0,309000,104,Crime
Shu Si Yi Bo,6.7,33000,91,Crime
The Shadow,6.5,261000,90,Crime
Ballistic,2.2,161000,95,Crime
Un homme en fuite,5.4,159000,106,Crime
DNA,5.1,210000,156,Crime
Young Lion of the West,5.2,108000,93,Crime
Yalakunni,8.8,167000,135,Crime
RapeD,7.0,28000,105,Crime
Dead Man,5.1,206000,109,Crime
Mathu Vadalara 2,7.0,1700,139,Crime
Vares X,3.7,122000,85,Crime
Saindhav,5.1,1600,138,Crime
The Worst Man in London,5.7,146000,127,Crime
The Waterboyz,7.8,86000,89,Crime
Hustlers Take All,5.5,82000,106,Crime
High Forces,5.7,530000,119,Crime
Formed Police Unit,4.6,479000,120,Crime
Sous écrous,5.4,46000,111,Crime
The Infallibles,4.8,754000,99,Crime
Shakhahaari,7.5,1300,145,Crime
RTI,5.9,26000,130,Crime
Chameleon,5.8,31000,133,Crime
Estômago II: O Poderoso Chef,5.8,323000,131,Crime
Rebel,3.1,65000,100,Crime
One Last Time,7.0,15000,82,Crime
Unknown Caller,7.0,29000,63,Crime
Wannabe,4.6,126000,102,Crime
Yevam,5.8,1500,123,Crime
Remember Us,6.2,40000,96,Crime
Raja Rani,9.3,100000,134,Crime
S.I.T,6.7,2300,110,Crime
Blood and Black,7.4,1100,88,Crime
Bozji gnjev,7.2,59000,111,Crime
Danger in the Dorm,5.0,153000,86,Crime
Cursed in Baja,7.6,22000,80,Crime
Overdose,9.1,49000,135,Crime
Castillo,8.1,33000,128,Crime
Gam Gam Ganesha,5.3,310000,140,Crime
Desperado,5.9,144000,100,Crime
Piano Love,5.8,15000,96,Crime
The Unwavering Brotherhood,5.3,80000,94,Crime
Suspect,4.5,82000,94,Crime
Texas Twister,2.5,158000,88,Crime
Prasanna Vadanam,6.6,538000,146,Crime
Nastupit leto,6.7,33000,94,Crime
Cry of Silence,6.2,73000,116,Crime
Bodiless,5.7,1000,90,Crime
Bond of Justice: Kizuna Part I - Encounter,6.2,18000,92,Crime
Breaking the Silence: The Maria Soledad Case,6.3,520000,95,Crime
Pattaya Heat,5.6,223000,117,Crime
Mudo Kannu,6.6,2100,100,Crime
The Star City Murders,4.1,142000,79,Crime
Green Bones,7.7,189000,96,Crime
Chor Dil,7.4,37000,135,Crime
The Texas Cheerleader Murder Plot,5.0,297000,100,Crime
Dream Team,5.2,59000,91,Crime
Con Queens,6.2,19000,80,Crime
Shadows of Betrayal: Chronicles of Ian Blair,7.3,12000,65,Crime
The Murder of Sandra Rivett,6.3,145000,90,Crime
Untold: The Murder of Air McNair,5.6,2100,57,Crime
Angry Squad: Civil Servants & Seven Swindlers,7.9,45000,120,Crime
Oru Nodi,6.7,504000,128,Crime
Uninvited,6.5,77000,93,Crime
Beneath the Fold,7.5,26000,80,Crime
Reloaded 2,7.7,1100,45,Crime
Swing Bout,8.7,175000,90,Crime
Shivam Bhaje,7.8,3000,121,Crime
Killerwood,7.3,30000,84,Crime
Kokuhaku Confession,5.6,150000,74,Crime
Rakshana,5.4,1100,139,Crime
Taxali Gate,6.6,118000,95,Crime
Priyo Maloti,6.7,188000,119,Crime
Cafe 404,7.2,36000,93,Crime
Risky Business,7.8,92000,107,Crime
Marine Drive,9.5,50000,105,Crime
Wieczór kawalerski,4.8,436000,85,Crime
Kiss of the Con Queen,7.2,28000,117,Crime
Best Man Dead Man,7.0,13000,83,Crime
Sentimentaaal,5.3,977000,135,Crime
The Bitter Sugar,6.8,9000,92,Crime
Hovering Blade,6.1,237000,107,Crime
What Happens in Miami,4.3,220000,90,Crime
Plea,6.9,24000,88,Crime
Martingale,5.4,105000,103,Crime
Accident or Conspiracy: Godhra,7.4,783000,133,Crime
Vivekam,8.2,308000,104,Crime
Pathological: The Lies of Joran van der Sloot,6.5,347000,93,Crime
Tiger Wolf Rabbit,6.2,506000,126,Crime
La mort viendra,6.0,42000,101,Crime
Brattt,4.7,67000,117,Crime
Second Life,6.7,49000,105,Crime
Holiday Hold-Up,5.6,69000,89,Crime
Chithini,6.0,551000,151,Crime
Kaliyugam Pattanamlo,6.6,2200,150,Crime
Kala Ratri,6.8,15000,122,Crime
Rob N Roll,6.1,1500,98,Crime
Bheema,5.8,954000,148,Crime
Kingdom Reign,8.4,38000,119,Crime
Dark World,4.9,15000,135,Crime
The Donor,9.0,9000,23,Crime
Vojna policajtov,6.5,339000,150,Crime
Raavsaheb,8.4,7000,138,Crime
"Bullets, Brothers and Blood",7.8,15000,85,Crime
Dark Deceptions,6.2,36000,82,Crime
Killcon,9.5,14000,31,Crime
Maven,9.4,44000,135,Crime
Villain - Life of a Gangster,8.9,157000,141,Crime
The Legend of the Vagabond Queen of Lagos,7.8,37000,100,Crime
Gold Boy,6.5,134000,129,Crime
Thirumbipaar,5.6,239000,101,Crime
Protein,6.5,62000,100,Crime
Pungut,6.9,12000,100,Crime
Hain,2.9,45000,95,Crime
Money No Enough 3,6.0,264000,138,Crime
Dickweed,7.1,36000,90,Crime
CHAAW: Chapter 3 - Christmas Time Is Here,7.9,475000,72,Crime
GATAO: Like Father Like Son,6.8,70000,100,Crime
Suspicion,3.6,211000,115,Crime
Lipstick,6.4,28000,145,Crime
Raktaksha,8.0,1400,118,Crime
Nico,8.3,46000,109,Crime
Valleyheart,8.8,37000,98,Crime
Blood Dried Hands,5.4,36000,115,Crime
Whatever It Takes,8.3,14000,93,Crime
4N6,9.6,62000,117,Crime
Thankamani,4.6,229000,156,Crime
Abudeka Is Back,5.3,35000,120,Crime
State of Silence,6.5,110000,80,Crime
Abnormal: Buas,5.6,26000,90,Crime
Niyathi,6.8,172000,113,Crime
Housekeeping,6.0,41000,98,Crime
Landkrimi: Steirergift,6.3,67000,90,Crime
Crime Reel,7.5,141000,111,Crime
Tiempo de Pagar,7.4,48000,63,Crime
Chitram Choodara,4.6,15000,127,Crime
Charlotte Link - Ohne Schuld,5.5,41000,89,Crime
A Place Under the Sun,9.2,35000,110,Crime
Meitantei Conan Bâsasu Kaitô Kiddo,6.1,162000,81,Crime
Pepe,5.0,493000,126,Crime
Nasha Jurm Aur Gangsters,6.6,2600,137,Crime
Secret Home,8.3,148000,117,Crime
The Victims,5.9,84000,99,Crime
Bury Him,7.4,13000,88,Crime
Gossip to Die For,5.3,82000,94,Crime
Nelma Kodama: The Queen of Dirty Money,5.5,184000,94,Crime
Porch Pirates,5.0,104000,107,Crime
Who Killed Angel Adams?,6.3,24000,76,Crime
Snowstorm,4.5,6000,91,Crime
ONENESS,9.3,18000,115,Crime
Thozhar Che Guevara,5.1,37000,120,Crime
Supplier Shankara,9.3,71000,163,Crime
Dream Lock,8.6,21000,100,Crime
The Stix,7.2,32000,123,Crime
Three Old Boys,4.8,97000,108,Crime
The Good Loan Sharks,5.0,75000,122,Crime
My Home Hero the Movie,6.1,8000,117,Crime
Game Over,5.7,20000,74,Crime
Common Sense,2.5,20000,68,Crime
Lipstick on the Glass,4.6,12000,116,Crime
Anyone Else But Me,7.0,153000,95,Crime
The Bodyguard,6.6,30000,87,Crime
Kurukku,6.6,532000,109,Crime
Lorry Chapter-1,5.7,2400,183,Crime
Aranam,7.5,402000,127,Crime
Welcome to the Game,5.9,64000,90,Crime
Diari de la meva sextorsió,6.5,53000,64,Crime
Historias invisibles,6.4,27000,110,Crime
Paarijathaparvam,6.2,2300,133,Crime
Nietzsche's Umbrella,8.7,21000,86,Crime
Maloney - Die ersten drei haarsträubenden Fälle,6.7,76000,98,Crime
Murder in a Teacup,6.3,148000,93,Crime
Uno Sir,6.4,44000,106,Crime
Searching for Amani,7.9,31000,80,Crime
First Rites,7.0,5000,114,Crime
Routa,6.5,31000,127,Crime
G - 21 scener från Gottsunda,7.0,184000,80,Crime
Jama,6.3,16000,71,Crime
Ugravatara,7.9,552000,122,Crime
Orah,7.1,20000,95,Crime
Kiyma: Orman Kanunlari,4.5,36000,81,Crime
Muzhskoe slovo,6.5,462000,94,Crime
Muroi Shinji: Yaburezaru Mono,7.7,7000,115,Crime
"Milk, Rice, and the Blood",9.0,53000,45,Crime
A Valentine's Day,8.4,9000,126,Crime
The Dealer,8.3,12000,120,Crime
Jaspal,7.3,28000,106,Crime
Opportunity,8.9,91000,96,Crime
Theppa Samudram,7.4,1600,133,Crime
Tschugger - Der Lätscht Fall,8.1,165000,147,Crime
Siragan,7.0,152000,130,Crime
Grey Games,8.8,1100,121,Crime
Vergüenza,6.9,23000,103,Crime
Myall Creek Day of Justice,6.4,17000,78,Crime
Atlanta 10.02,5.3,14000,45,Crime
The Housewife and the Hustler 2: The Reckoning,6.5,44000,94,Crime
Salvajes,5.6,60000,90,Crime
Haunting Trophies,7.7,66000,150,Crime
Untouchable,4.5,88000,112,Crime
Rancor,7.0,34000,83,Crime
Laandhar,4.1,97000,117,Crime
Los Justos,6.4,74000,79,Crime
Hocus Focus,7.9,19000,85,Crime
Jog 101,6.6,497000,107,Crime
